日期,小时,广告计划,曝光量,点击量,转化数,归因转化数,消耗
D008,11,26998428,161,57,5,1,0.0409324957
D008,11,27118781,137,43,9,7,0.0428950863
D008,11,27321366,216,62,0,0,0.0290407571
D008,11,2828357,154,52,1,1,0.0488026985
D008,11,28351001,354,206,29,10,0.1591746316
D008,11,2865314,118,16,5,2,0.0366703882
D008,11,28739284,122,41,5,1,0.0674546705
D008,11,28795042,135,30,4,2,0.0178733274
D008,11,28896342,80,25,5,4,0.0405724601
D008,11,29427842,445,149,25,13,0.2219203488
D008,11,30368132,126,37,6,2,0.0730332049
D008,11,30491418,317,95,10,2,0.1872804777
D008,11,30535894,141,65,8,8,0.0586458037
D008,11,30801593,777,258,30,14,0.0349781676
D008,11,31772643,320,130,11,1,0.0619276614
D008,11,32323516,150,31,0,0,0.0213928246
D008,11,32368244,377,203,99,67,0.3716621947
D008,11,32452111,242,79,10,7,0.0490656993
D008,11,3892353,43,16,2,1,0.0345895921
D008,11,4869922,68,29,2,1,0.0307167271
D008,11,497593,336,135,6,4,0.0269649093
D008,11,5061834,734,188,14,4,0.3589122075
D008,11,6686701,326,101,12,6,0.0620405838
D008,11,6686704,106,25,5,4,0.0401970814
D008,11,6886817,58,21,4,0,0.0109363105
D008,11,7061828,261,76,8,4,0.1227144803
D008,11,7121544,205,85,12,4,0.0834179517
D008,11,9100693,120,31,18,13,0.0219524910
D008,12,10341182,665,281,75,45,0.2445542877
D008,12,10474106,45,29,11,1,0.0192335593
D008,12,12121528,124,57,16,9,0.0736475527
D008,12,12843318,77,38,4,4,0.0463137348
D008,12,13947795,116,29,1,0,0.0394548829
D008,12,14121532,239,100,16,5,0.1515741328
D008,12,14235907,100,49,4,1,0.0875247051
D008,12,14458654,105,61,18,15,0.0673924501
D008,12,14661605,295,113,24,21,0.2832313998
D008,12,15184511,491,194,101,47,0.3183222144
D008,12,15398570,391,161,40,21,0.1645410731
D008,12,15746419,234,91,9,6,0.1459513663
D008,12,16823030,185,57,10,3,0.0562449364
D008,12,17321082,217,73,5,4,0.0537984099
D008,12,17686799,492,130,10,8,0.0856641976
D008,12,18975823,248,133,8,4,0.0546377187
D008,12,19129839,166,38,5,4,0.0965219439
D008,12,19530182,262,117,1,1,0.0792856856
D008,12,23852329,379,104,6,3,0.1610017454
D008,12,24378636,230,83,9,4,0.0427711973
D008,12,24389111,119,27,1,1,0.0312243151
D008,12,26091094,82,33,12,9,0.0901786157
D008,12,26998428,183,72,4,2,0.0665834408
D008,12,27118781,110,45,14,12,0.0387868699
D008,12,27321366,209,62,0,0,0.0359000980
D008,12,2828357,142,54,5,2,0.0573058501
D008,12,28351001,406,241,39,6,0.1455726547
D008,12,2865314,138,26,3,2,0.0404037812
D008,12,28739284,140,40,2,2,0.0736298766
D008,12,28795042,157,41,5,2,0.0350831044
D008,12,28896342,65,23,2,0,0.0268826867
D008,12,29427842,398,119,21,12,0.2544306958
D008,12,30368132,111,32,2,2,0.0560662992
D008,12,30491418,375,134,14,3,0.2981275306
D008,12,30535894,142,70,10,10,0.0549605139
D008,12,30801593,833,309,44,19,0.0450528882
D008,12,31772643,304,130,14,11,0.0626245037
D008,12,32323516,165,47,4,2,0.0441080844
D008,12,32368244,382,178,93,61,0.3738540969
D008,12,32452111,234,82,16,12,0.0300167075
D008,12,3892353,60,16,0,0,0.0373664141
D008,12,4869922,54,27,0,0,0.0178877759
D008,12,497593,377,151,5,5,0.0294538506
D008,12,5061834,747,198,21,6,0.3361522403
D008,12,6686701,321,107,9,6,0.0688857148
D008,12,6686704,139,36,5,1,0.0330961439
D008,12,6886817,46,20,4,2,0.0103398594
D008,12,7061828,303,91,9,4,0.0922889861
D008,12,7121544,177,65,7,3,0.0425747495
D008,12,9100693,121,43,24,14,0.0200633257
D008,13,10341182,638,273,62,35,0.2185527186
D008,13,10474106,57,39,6,1,0.0269709408
D008,13,12121528,102,47,8,2,0.0506217580
D008,13,12843318,82,42,3,2,0.0250486922
D008,13,13947795,94,19,0,0,0.0446190614
D008,13,14121532,222,83,22,12,0.1048024490
D008,13,14235907,133,64,15,3,0.1177628572
D008,13,14458654,117,72,16,10,0.0544086341
D008,13,14661605,250,77,7,4,0.1486819336
D008,13,15184511,502,170,75,37,0.2979424198
D008,13,15398570,442,163,31,10,0.1491617078
D008,13,15746419,217,84,8,4,0.1337586462
D008,13,16823030,159,45,5,1,0.0437008269
D008,13,17321082,246,101,8,7,0.0775785301
D008,13,17686799,594,185,7,6,0.0915179242
D008,13,18975823,273,128,17,12,0.0650544054
D008,13,19129839,167,50,6,2,0.0794439072
D008,13,19530182,237,108,3,1,0.0847232060
D008,13,23852329,334,88,3,0,0.1566599643
D008,13,24378636,233,84,4,3,0.0843844029
D008,13,24389111,130,50,9,2,0.0682068487
D008,13,26091094,67,26,3,1,0.0658020034
D008,13,26998428,188,64,4,1,0.0468067638
D008,13,27118781,159,49,14,10,0.0357653278
D008,13,27321366,217,54,5,2,0.0283385377
D008,13,2828357,136,47,3,1,0.0461412518
D008,13,28351001,431,266,51,11,0.1849494338
D008,13,2865314,162,32,7,3,0.0549630519
D008,13,28739284,164,48,7,4,0.0680945555
D008,13,28795042,155,36,5,2,0.0152135067
D008,13,28896342,67,21,4,1,0.0266639090
D008,13,29427842,455,138,17,8,0.2826162334
D008,13,30368132,124,38,6,4,0.0683109718
D008,13,30491418,429,160,18,10,0.5408241756
D008,13,30535894,139,63,8,8,0.0592502899
D008,13,30801593,837,322,50,27,0.0458567473
D008,13,31772643,334,146,16,12,0.0640872256
D008,13,32323516,180,52,3,1,0.0302991781
D008,13,32368244,322,172,78,49,0.3737632952
D008,13,32452111,247,71,11,2,0.0444162791
D008,13,3892353,94,28,5,3,0.0372182829
D008,13,4869922,77,40,9,6,0.0368072026
D008,13,497593,394,153,10,9,0.0342807799
D008,13,5061834,753,209,23,4,0.3656840835
D008,13,6686701,387,126,12,9,0.0874624048
D008,13,6686704,114,30,3,0,0.0308039751
D008,13,6886817,53,19,3,1,0.0098964209
D008,13,7061828,297,85,11,9,0.1366128662
D008,13,7121544,217,76,8,2,0.0581699670
D008,13,9100693,155,60,30,19,0.0317410458
D008,14,10341182,696,305,73,36,0.2323311650
D008,14,10474106,52,19,1,0,0.0199534767
D008,14,12121528,104,36,11,4,0.0670432103
D008,14,12843318,75,25,2,2,0.0242922850
D008,14,13947795,108,36,1,1,0.0539275170
D008,14,14121532,256,97,31,18,0.1164724920
D008,14,14235907,127,51,13,3,0.1099392511
D008,14,14458654,97,54,16,13,0.0706873977
D008,14,14661605,305,110,12,7,0.1655956073
D008,14,15184511,493,198,85,41,0.2992740887
D008,14,15398570,499,186,36,11,0.1879252042
D008,14,15746419,159,64,6,3,0.0972589268
D008,14,16823030,178,58,6,2,0.0386593612
D008,14,17321082,244,82,9,6,0.1067132278
D008,14,17686799,505,149,13,10,0.1083388982
D008,14,18975823,227,103,12,10,0.0653577954
D008,14,19129839,174,43,2,1,0.0771193769
D008,14,19530182,270,112,1,1,0.0755891803
D008,14,23852329,389,111,6,1,0.1764853636
D008,14,24378636,241,66,10,8,0.0430113454
D008,14,24389111,135,51,7,4,0.0746834996
D008,14,26091094,58,24,4,0,0.0560569826
D008,14,26998428,180,61,3,1,0.0370494030
D008,14,27118781,124,37,8,7,0.0359440542
D008,14,27321366,227,79,5,1,0.0450554023
D008,14,2828357,139,47,0,0,0.0607877113
D008,14,28351001,442,275,44,10,0.1864067666
D008,14,2865314,150,26,3,1,0.0615783455
D008,14,28739284,159,70,7,1,0.1030792841
D008,14,28795042,174,45,10,4,0.0428814927
D008,14,28896342,73,31,2,1,0.0479095312
D008,14,29427842,464,147,35,15,0.2356831008
D008,14,30368132,140,43,3,1,0.1027379332
D008,14,30491418,370,130,10,4,0.2927841205
D008,14,30535894,145,81,16,16,0.0504413655
D008,14,30801593,753,318,38,18,0.0391232152
D008,14,31772643,313,138,19,13,0.0543505450
D008,14,32323516,152,32,0,0,0.0189601062
D008,14,32368244,330,161,102,59,0.3624828420
D008,14,32452111,226,83,14,4,0.0299480034
D008,14,3892353,93,36,2,2,0.0617040495
D008,14,4869922,61,30,4,2,0.0231292135
D008,14,497593,370,153,4,2,0.0312046822
D008,14,5061834,780,205,18,8,0.3677110792
D008,14,6686701,372,150,14,10,0.0846939748
D008,14,6686704,116,31,4,1,0.0321463575
D008,14,6886817,76,38,3,0,0.0315061156
D008,14,7061828,293,95,15,11,0.0963307967
D008,14,7121544,243,88,5,4,0.0701960582
D008,14,9100693,153,66,32,25,0.0268355780
D008,15,10341182,714,314,76,39,0.2396009640
D008,15,10474106,52,29,3,0,0.0213036263
D008,15,12121528,116,46,14,3,0.0921295792
D008,15,12843318,105,67,19,19,0.0741267037
D008,15,13947795,105,34,1,0,0.0540963584
D008,15,14121532,283,116,25,13,0.1208479496
D008,15,14235907,139,62,11,6,0.0952949023
D008,15,14458654,102,64,20,12,0.0619985439
D008,15,14661605,301,90,17,10,0.1557679776
D008,15,15184511,552,204,93,37,0.3134706738
D008,15,15398570,510,190,36,18,0.1814712123
D008,15,15746419,95,36,2,2,0.0618332782
D008,15,16823030,153,40,5,1,0.0337857334
D008,15,17321082,254,99,10,8,0.0743811078
D008,15,17686799,514,148,6,4,0.0847387011
D008,15,18975823,274,141,14,7,0.0802113019
D008,15,19129839,208,62,4,3,0.1105376772
D008,15,19530182,286,121,1,1,0.0881941831
D008,15,23852329,424,126,7,3,0.1684902261
D008,15,24378636,255,64,1,0,0.0366496355
D008,15,24389111,132,44,0,0,0.0350746834
D008,15,26091094,66,20,0,0,0.0794182746
D008,15,26998428,207,61,9,4,0.0703732144
D008,15,27118781,105,36,7,5,0.0347306023
D008,15,27321366,207,59,5,0,0.0496779777
D008,15,2828357,147,51,1,1,0.0473547804
D008,15,28351001,503,285,48,14,0.1859222867
D008,15,2865314,154,42,9,5,0.0571685976
D008,15,28739284,184,65,9,6,0.1137083369
D008,15,28795042,174,49,3,1,0.0149280580
D008,15,28896342,99,36,1,0,0.0446848717
D008,15,29427842,495,157,35,17,0.2609209650
D008,15,30368132,136,33,1,0,0.0559436082
D008,15,30491418,387,134,10,3,0.3381917742
D008,15,30535894,125,61,6,6,0.0419400495
D008,15,30801593,684,257,33,18,0.0456019012
D008,15,31772643,248,109,13,11,0.0450966458
D008,15,32323516,163,34,1,0,0.0250219355
D008,15,32368244,343,163,79,36,0.2652122229
D008,15,32452111,215,77,32,15,0.0345602063
D008,15,3892353,109,37,3,2,0.0625106016
D008,15,4869922,71,35,6,6,0.0311995479
D008,15,497593,346,129,5,5,0.0256529865
D008,15,5061834,797,220,23,4,0.3798530282
D008,15,6686701,356,124,12,9,0.0547640264
D008,15,6686704,111,36,7,4,0.0380187713
D008,15,6886817,67,33,6,1,0.0262591154
D008,15,7061828,314,100,9,7,0.0953587358
D008,15,7121544,250,100,9,2,0.0990841011
D008,15,9100693,186,75,43,30,0.0322917411
D008,16,10341182,755,334,79,46,0.2684212155
D008,16,10474106,71,43,9,1,0.0369330278
D008,16,12121528,144,58,18,5,0.0985107587
D008,16,12843318,95,52,2,2,0.0562179471
D008,16,13947795,116,38,1,0,0.0410708915
D008,16,14121532,223,95,21,9,0.1178629114
D008,16,14235907,121,51,8,6,0.0891671201
D008,16,14458654,87,59,15,13,0.0440597666
D008,16,14661605,286,71,8,6,0.1198959987
D008,16,15184511,520,174,67,33,0.3055789438
D008,16,15398570,559,207,42,24,0.2557268808
D008,16,15746419,90,32,1,1,0.0172218304
D008,16,16823030,167,40,3,3,0.0317637591
D008,16,17321082,247,88,10,7,0.0611166334
D008,16,17686799,586,167,6,5,0.0954860851
D008,16,18975823,279,131,14,10,0.0622615129
D008,16,19129839,184,58,8,5,0.0794992193
D008,16,19530182,273,134,5,4,0.0856160076
D008,16,23852329,416,128,7,2,0.2155355389
D008,16,24378636,199,62,5,5,0.0457211158
D008,16,24389111,122,47,3,1,0.0394473838
D008,16,26091094,94,30,5,3,0.1113514714
D008,16,26998428,194,69,4,1,0.0683278755
D008,16,27118781,94,23,7,6,0.0129770578
D008,16,27321366,296,91,6,3,0.0511182282
D008,16,2828357,169,55,1,1,0.0575155899
D008,16,28351001,485,286,37,14,0.2498084543
D008,16,2865314,151,33,7,2,0.0660905211
D008,16,28739284,137,33,4,4,0.0508841584
D008,16,28795042,235,66,13,5,0.0271610206
D008,16,28896342,82,23,2,0,0.0413413465
D008,16,29427842,503,165,29,12,0.2593549381
D008,16,30368132,149,40,5,3,0.0636782433
D008,16,30491418,434,162,16,11,0.3198341714
D008,16,30535894,120,54,13,12,0.0430865166
D008,16,30801593,600,237,21,11,0.0287678576
D008,16,31772643,257,107,22,17,0.0530593704
D008,16,32323516,165,32,0,0,0.0225091664
D008,16,32368244,324,141,69,40,0.2201031682
D008,16,32452111,207,70,13,4,0.0305310323
D008,16,3892353,102,32,4,3,0.0707869925
D008,16,4869922,101,59,14,13,0.0595041189
D008,16,497593,351,160,11,8,0.0457598729
D008,16,5061834,813,235,31,7,0.3860489386
D008,16,6686701,429,154,20,15,0.0859551773
D008,16,6686704,131,30,2,1,0.0467890983
D008,16,6886817,84,44,10,3,0.0189871671
D008,16,7061828,341,79,8,4,0.1539406155
D008,16,7121544,293,114,8,3,0.1033273805
D008,16,9100693,169,47,28,19,0.0278171045
D008,17,10341182,802,341,66,39,0.2054288969
D008,17,10474106,58,33,8,1,0.0288323515
D008,17,12121528,123,42,12,5,0.0720552586
D008,17,12843318,84,45,15,4,0.0359384218
D008,17,13947795,130,49,0,0,0.0826387973
D008,17,14121532,233,89,27,9,0.1109859064
D008,17,14235907,119,44,6,3,0.0848950512
D008,17,14458654,92,57,19,17,0.0642707917
D008,17,14661605,268,74,12,6,0.1265885800
D008,17,15184511,556,206,82,37,0.2766971878
D008,17,15398570,538,169,33,11,0.1525286270
D008,17,15746419,81,23,0,0,0.0253349253
D008,17,16823030,180,43,4,2,0.0381090155
D008,17,17321082,288,97,12,12,0.0947077040
D008,17,17686799,512,128,4,4,0.0957860041
D008,17,18975823,278,139,12,9,0.0824050705
D008,17,19129839,206,49,8,5,0.0752094350
D008,17,19530182,221,101,2,2,0.0654286350
D008,17,23852329,453,131,4,1,0.2233828616
D008,17,24378636,159,49,5,5,0.0234900131
D008,17,24389111,133,36,2,2,0.0357828429
D008,17,26091094,74,21,4,3,0.0354812718
D008,17,26998428,239,66,3,0,0.0444896234
D008,17,27118781,99,41,9,7,0.0287566246
D008,17,27321366,317,107,7,4,0.0463041364
D008,17,2828357,172,61,2,1,0.0648599007
D008,17,28351001,482,288,50,26,0.1851094404
D008,17,2865314,167,37,4,3,0.0532233973
D008,17,28739284,139,46,7,5,0.0638653394
D008,17,28795042,221,60,7,3,0.0310006259
D008,17,28896342,74,26,2,1,0.0256843655
D008,17,29427842,536,158,25,13,0.2368016936
D008,17,30368132,164,47,4,1,0.0718969508
D008,17,30491418,382,145,21,11,0.2540290940
D008,17,30535894,126,51,11,10,0.0425670320
D008,17,30801593,676,278,25,14,0.0400263938
D008,17,31772643,338,147,26,18,0.0616561427
D008,17,32323516,152,40,2,0,0.0271088467
D008,17,32368244,349,160,80,50,0.3265357574
D008,17,32452111,262,72,10,7,0.0256966360
D008,17,3892353,109,38,3,2,0.0456170456
D008,17,4869922,86,41,5,3,0.0600298714
D008,17,497593,415,179,5,3,0.0265743221
D008,17,5061834,728,232,21,3,0.3340414953
D008,17,6686701,368,128,19,8,0.0801550393
D008,17,6686704,143,45,5,4,0.0621189344
D008,17,6886817,108,51,10,2,0.0381790199
D008,17,7061828,405,115,5,4,0.1359718262
D008,17,7121544,341,128,8,4,0.1221328079
D008,17,9100693,172,53,36,25,0.0239851733
D008,18,10341182,803,354,83,48,0.2503571949
D008,18,10474106,71,49,9,1,0.0251872160
D008,18,12121528,141,57,20,7,0.0915991955
D008,18,12843318,105,63,6,6,0.0715911329
D008,18,13947795,141,53,4,3,0.0639957949
D008,18,14121532,267,99,25,10,0.1225711417
D008,18,14235907,154,68,15,8,0.0979040558
D008,18,14458654,82,50,12,10,0.0384692386
D008,18,14661605,345,103,13,8,0.1390438950
D008,18,15184511,650,221,85,41,0.3524855530
D008,18,15398570,580,200,39,15,0.1603226554
D008,18,15746419,110,34,1,0,0.0290073386
D008,18,16823030,211,71,11,5,0.0465303378
D008,18,17321082,235,87,5,4,0.0690940759
D008,18,17686799,449,126,9,8,0.0785647112
D008,18,18975823,284,110,10,8,0.0648512319
D008,18,19129839,212,59,5,4,0.0880400467
D008,18,19530182,276,118,3,2,0.0683128212
D008,18,23852329,424,135,6,3,0.2072888133
D008,18,24378636,149,54,6,6,0.0191563101
D008,18,24389111,150,47,2,1,0.0574790067
D008,18,26091094,84,26,0,0,0.0510651103
D008,18,26998428,255,75,4,0,0.0566534619
D008,18,27118781,97,40,5,3,0.0310445789
D008,18,27321366,296,94,5,0,0.0401505358
D008,18,2828357,183,69,5,5,0.0586513466
D008,18,28351001,462,283,37,9,0.1346662235
D008,18,2865314,195,34,4,0,0.0601869849
D008,18,28739284,195,51,11,3,0.0869987831
D008,18,28795042,246,59,8,2,0.0348271086
D008,18,28896342,68,21,1,0,0.0387795268
D008,18,29427842,662,213,42,19,0.2782859139
D008,18,30368132,148,36,3,2,0.0817257483
D008,18,30491418,406,171,12,7,0.2394099043
D008,18,30535894,155,70,12,11,0.0482839897
D008,18,30801593,695,306,35,17,0.0386930450
D008,18,31772643,352,136,13,11,0.0534206746
D008,18,32323516,138,29,0,0,0.0179459747
D008,18,32368244,373,183,94,53,0.4076094763
D008,18,32452111,303,97,14,6,0.0388575738
D008,18,3892353,107,31,2,1,0.0559365669
D008,18,4869922,110,46,5,5,0.0363087420
D008,18,497593,418,180,6,5,0.0326434511
D008,18,5061834,806,227,23,2,0.3355349134
D008,18,6686701,355,124,12,8,0.0673985678
D008,18,6686704,121,31,5,3,0.0337556329
D008,18,6886817,65,29,6,0,0.0159017523
D008,18,7061828,349,95,14,10,0.0823256244
D008,18,7121544,312,108,11,6,0.1032131355
D008,18,9100693,188,75,42,35,0.0309764810
D008,19,10341182,631,275,74,36,0.1551255345
D008,19,10474106,67,43,19,3,0.0250937928
D008,19,12121528,135,53,12,4,0.1114866599
D008,19,12843318,138,76,9,8,0.0724844626
D008,19,13947795,167,61,3,3,0.0879965037
D008,19,14121532,296,115,24,11,0.1255074475
D008,19,14235907,167,75,9,4,0.1577060664
D008,19,14458654,82,54,21,16,0.0402637949
D008,19,14661605,319,86,11,5,0.1426659431
D008,19,15184511,660,235,81,39,0.2590131873
D008,19,15398570,461,183,43,18,0.1482074960
D008,19,15746419,104,36,2,0,0.0618839201
D008,19,16823030,212,55,6,1,0.0473680221
D008,19,17321082,283,112,13,7,0.0985520584
D008,19,17686799,546,157,5,3,0.0782832460
D008,19,18975823,247,135,14,9,0.0951005157
D008,19,19129839,271,65,4,3,0.1344824254
D008,19,19530182,279,115,2,1,0.0727160888
D008,19,23852329,393,128,7,3,0.2036029629
D008,19,24378636,124,49,4,3,0.0213642673
D008,19,24389111,169,54,1,1,0.0565948955
D008,19,26091094,68,24,5,2,0.0323293601
D008,19,26998428,274,93,5,2,0.0620194283
D008,19,27118781,90,31,8,5,0.0303472880
D008,19,27321366,324,101,6,0,0.0455323273
D008,19,2828357,192,73,5,3,0.0755480419
D008,19,28351001,506,280,33,7,0.1988806201
D008,19,2865314,168,31,4,2,0.0611035741
D008,19,28739284,150,37,2,1,0.0641864489
D008,19,28795042,236,71,10,4,0.0284013753
D008,19,28896342,83,19,3,0,0.0312984930
D008,19,29427842,649,204,34,12,0.2615260625
D008,19,30368132,148,44,7,4,0.1014117943
D008,19,30491418,454,169,20,5,0.2370118077
D008,19,30535894,163,71,10,10,0.0536467177
D008,19,30801593,765,319,36,24,0.0340409888
D008,19,31772643,414,175,34,27,0.1006706076
D008,19,32323516,170,47,0,0,0.0292251665
D008,19,32368244,428,201,67,31,0.2339609839
D008,19,32452111,261,72,8,6,0.0324604546
D008,19,3892353,121,34,3,2,0.0460889287
D008,19,4869922,119,59,8,5,0.0502976884
D008,19,497593,452,202,12,7,0.0499922502
D008,19,5061834,707,196,20,3,0.2891034020
D008,19,6686701,350,116,6,4,0.0855014969
D008,19,6686704,130,43,5,1,0.0409459139
D008,19,6886817,94,42,5,0,0.0237106977
D008,19,7061828,432,129,11,6,0.1146068914
D008,19,7121544,283,94,5,2,0.0715406334
D008,19,9100693,213,87,49,34,0.0384066544
D008,20,10341182,467,192,37,20,0.0970751379
D008,20,10474106,107,57,12,1,0.0448144765
D008,20,12121528,127,43,13,4,0.0605139976
D008,20,12843318,147,75,18,18,0.0694883093
D008,20,13947795,151,56,3,3,0.0823617687
D008,20,14121532,300,109,23,6,0.1247773585
D008,20,14235907,149,56,11,3,0.0741941456
D008,20,14458654,100,64,28,24,0.0582646972
D008,20,14661605,321,88,12,8,0.1231994456
D008,20,15184511,753,271,83,46,0.3240297646
D008,20,15398570,364,140,33,9,0.1200563185
D008,20,15746419,76,31,6,6,0.0361604793
D008,20,16823030,236,84,9,2,0.0510903820
D008,20,17321082,272,94,3,2,0.0641248405
D008,20,17686799,570,137,9,9,0.0816016202
D008,20,18975823,374,175,6,6,0.0603942937
D008,20,19129839,235,56,1,0,0.1138549292
D008,20,19530182,301,113,0,0,0.0743350533
D008,20,23852329,353,109,4,1,0.1696038042
D008,20,24378636,108,28,4,3,0.0118904830
D008,20,24389111,154,46,3,0,0.0521336214
D008,20,26091094,66,22,0,0,0.0334147225
D008,20,26998428,245,79,3,0,0.0501951740
D008,20,27118781,76,19,5,3,0.0124041716
D008,20,27321366,273,87,3,1,0.0380319883
D008,20,2828357,132,38,0,0,0.0544321921
D008,20,28351001,531,287,45,13,0.1728892768
D008,20,2865314,165,32,3,0,0.0469567687
D008,20,28739284,181,58,0,0,0.0714797644
D008,20,28795042,168,21,4,0,0.0114157259
D008,20,28896342,72,31,2,0,0.0484192872
D008,20,29427842,643,227,25,12,0.2632724389
D008,20,30368132,150,41,6,2,0.0647755673
D008,20,30491418,469,166,19,6,0.2274324383
D008,20,30535894,152,71,13,13,0.0513432188
D008,20,30801593,706,277,25,15,0.0324768616
D008,20,31772643,413,174,33,26,0.0820472213
D008,20,32323516,187,45,0,0,0.0303769783
D008,20,32368244,428,186,75,49,0.2905906785
D008,20,32452111,269,76,9,4,0.0327897120
D008,20,3892353,121,40,6,5,0.0740609366
D008,20,4869922,142,69,6,5,0.0619181288
D008,20,497593,483,181,9,6,0.0301943483
D008,20,5061834,712,205,21,4,0.2799926844
D008,20,6686701,361,134,10,6,0.0668657625
D008,20,6686704,146,53,7,5,0.0410587806
D008,20,6886817,63,28,4,0,0.0150029456
D008,20,7061828,381,106,4,1,0.1343256667
D008,20,7121544,245,81,5,3,0.0667252219
D008,20,9100693,280,110,64,37,0.0458025635
D008,21,10341182,245,89,17,11,0.0838982110
D008,21,10474106,51,36,8,0,0.0324005235
D008,21,12121528,89,31,5,3,0.0376849411
D008,21,12843318,132,64,7,4,0.0492295353
D008,21,13947795,107,36,0,0,0.0321370858
D008,21,14121532,280,96,22,12,0.1170168788
D008,21,14235907,140,62,7,1,0.0827545728
D008,21,14458654,58,44,23,18,0.0531851656
D008,21,14661605,243,64,5,4,0.0988143619
D008,21,15184511,593,219,88,55,0.4087347361
D008,21,15398570,191,61,14,9,0.0794705596
D008,21,15746419,44,14,1,0,0.0066762620
D008,21,16823030,156,54,5,1,0.0332197351
D008,21,17321082,239,72,6,5,0.0659777857
D008,21,17686799,483,133,3,3,0.0616062607
D008,21,18975823,318,123,7,5,0.0683573428
D008,21,19129839,208,53,5,3,0.1037134493
D008,21,19530182,299,143,3,1,0.0837424384
D008,21,23852329,308,104,4,3,0.1199711033
D008,21,24378636,111,37,3,2,0.0201699060
D008,21,24389111,122,39,4,1,0.0433769683
D008,21,26091094,45,10,2,1,0.0118569003
D008,21,26998428,213,72,4,0,0.0453562877
D008,21,27118781,52,19,3,3,0.0129739310
D008,21,27321366,223,73,8,0,0.0307174617
D008,21,2828357,103,29,0,0,0.0240441451
D008,21,28351001,433,234,34,8,0.1257485940
D008,21,2865314,156,33,3,1,0.0445455323
D008,21,28739284,126,37,1,1,0.0401073492
D008,21,28795042,90,15,5,2,0.0061653621
D008,21,28896342,52,19,3,0,0.0244201900
D008,21,29427842,574,203,20,6,0.2859181030
D008,21,30368132,110,29,4,2,0.0342693663
D008,21,30491418,486,173,17,11,0.2460405037
D008,21,30535894,130,60,13,10,0.0438969881
D008,21,30801593,498,195,26,13,0.0240645441
D008,21,31772643,343,145,23,17,0.0594741452
D008,21,32323516,204,54,0,0,0.0302976795
D008,21,32368244,388,161,56,31,0.2476003187
D008,21,32452111,219,57,12,6,0.0369811870
D008,21,3892353,98,29,4,2,0.0418831768
D008,21,4869922,88,35,2,2,0.0285221471
D008,21,497593,427,158,8,7,0.0249224072
D008,21,5061834,562,165,24,4,0.1911918809
D008,21,6686701,351,130,8,6,0.0650058193
D008,21,6686704,136,46,4,0,0.0484421704
D008,21,6886817,45,21,2,0,0.0203837009
D008,21,7061828,363,111,8,4,0.0669431877
D008,21,7121544,168,65,9,6,0.0416021133
D008,21,9100693,367,144,80,49,0.0578532619
D008,22,10341182,159,61,15,7,0.0435974605
D008,22,10474106,35,24,8,2,0.0191937601
D008,22,12121528,54,19,2,1,0.0319768792
D008,22,12843318,96,49,4,4,0.0399598714
D008,22,13947795,77,24,1,1,0.0344018943
D008,22,14121532,147,50,5,2,0.0348016283
D008,22,14235907,83,34,3,1,0.0438717147
D008,22,14458654,55,36,11,10,0.0472921987
D008,22,14661605,175,50,5,4,0.0644445819
D008,22,15184511,368,128,44,20,0.2422366872
D008,22,15398570,108,39,10,6,0.0453025483
D008,22,15746419,25,11,0,0,0.0229124069
D008,22,16823030,95,38,6,2,0.0177326490
D008,22,17321082,154,53,2,2,0.0600633244
D008,22,17686799,315,94,2,2,0.0357792081
D008,22,18975823,189,87,7,6,0.0525077705
D008,22,19129839,123,34,4,2,0.0543754527
D008,22,19530182,305,130,4,2,0.0888827312
D008,22,23852329,197,79,2,0,0.0615228907
D008,22,24378636,99,24,1,1,0.0132197535
D008,22,24389111,68,27,1,1,0.0234238043
D008,22,26091094,26,13,0,0,0.0114271732
D008,22,26998428,94,30,0,0,0.0212228823
D008,22,27118781,29,8,6,5,0.0075732413
D008,22,27321366,128,54,2,1,0.0189583458
D008,22,2828357,56,16,0,0,0.0129596862
D008,22,28351001,309,160,18,1,0.0957022438
D008,22,2865314,105,26,2,2,0.0379511510
D008,22,28739284,80,26,2,1,0.0351184362
D008,22,28795042,35,7,3,1,0.0048085491
D008,22,28896342,30,11,0,0,0.0090014998
D008,22,29427842,269,86,9,4,0.0775021866
D008,22,30368132,68,21,0,0,0.0174834204
D008,22,30491418,479,161,12,7,0.2363342792
D008,22,30535894,64,25,4,4,0.0169825134
D008,22,30801593,264,122,13,9,0.0133545764
D008,22,31772643,200,72,8,4,0.0292277437
D008,22,32323516,148,38,0,0,0.0157123695
D008,22,32368244,358,150,59,33,0.2470240442
D008,22,32452111,102,31,3,1,0.0184106563
D008,22,3892353,65,24,3,2,0.0344580480
D008,22,4869922,78,39,3,3,0.0457079986
D008,22,497593,323,131,5,1,0.0182329667
D008,22,5061834,260,70,6,1,0.0819730481
D008,22,6686701,256,99,8,3,0.0515987481
D008,22,6686704,93,28,2,1,0.0233292482
D008,22,6886817,20,8,1,0,0.0030736733
D008,22,7061828,199,57,2,2,0.0287296003
D008,22,7121544,95,31,4,3,0.0299046548
D008,22,9100693,272,106,55,35,0.0433896064
D008,23,10341182,116,53,11,10,0.0269587441
D008,23,10474106,18,12,2,1,0.0090704641
D008,23,12121528,22,8,5,2,0.0218054941
D008,23,12843318,44,25,3,2,0.0326236636
